COMUNE;TITOLARE;DITTA;INDIRIZZO;N. CIVICO;ZONA;AREA QSV;SUP.ALIM.;SUP.NON ALIM.;SUP.TOTALE DI VENDITA;QUOTIDIANI E PERIODICI;MERCEOLOGIA (MGSV);IN AFFITTO (MGSV);CENTRO COMMERCIALE;POLO COMMERCIALE;CODICE ATECO
CITTA' DI CASTELLO;BMC SAS DI BOJAN MIHAELA CRINA;3-s.a.s.;VITTORIO EMANUELE II (CORSO);13/D;1-centro storico;1.0;0.0;22.0;22.0;;;;;;
CITTA' DI CASTELLO;BO.CA. SRL;4-s.r.l.;GRANDI ACHILLE (VIA);12.0;2-resto del capoluogo;60.0;0.0;60.0;;;;;;;
CITTA' DI CASTELLO;BONDI CARLO;1-Individuale;MONTESSORI MARIA(VIA)-TRESTINA;10.0;3-resto del territorio;0.0;40.0;40.0;;;;;;;
CITTA' DI CASTELLO;BONDI MARCELLA;1-Individuale;BORGO FARINARIO;38/C;1-centro storico;1.0;0.0;18.0;18.0;;;;;;
CITTA' DI CASTELLO;BONINSEGNI S.R.L.;4-s.r.l.;ROMAGNA (VIALE);40.0;2-resto del capoluogo;0.0;200.0;200.0;;;;;;;
CITTA' DI CASTELLO;BORIOSI FEDERICA;1-Individuale;XI SETTEMBRE (VIA);1-centro storico;1.0;30.0;0.0;30.0;;;;;;;
CITTA' DI CASTELLO;BORIOSI GREGORIO;1-Individuale;CACIOPPA (VIA DELLA);4.0;1-centro storico;1.0;3.0;0.0;3.0;;;;;;
CITTA' DI CASTELLO;BORIOSI LORENZO;1-Individuale;PAPA GIOVANNI XXIII (PIAZZA);6/C;2-resto del capoluogo;25.0;20.0;45.0;;;;;;;
CITTA' DI CASTELLO;BORIOSI SILVIA;1-Individuale;TOGLIATTI PALMIRO (VIA);13/a;2-resto del capoluogo;0.0;103.0;103.0;;;;;;;
CITTA' DI CASTELLO;BORRANI BEATRICE;1-Individuale;SAN MAGNO (VOC)-REGNANO;29.0;2-resto del capoluogo;0.0;6.0;6.0;;;;;;;
CITTA' DI CASTELLO;BOUDAL MY AHMED;1-Individuale;SAN FLORIDO (VIA);34.0;1-centro storico;1.0;55.0;0.0;55.0;;;;;;
CITTA' DI CASTELLO;BOWLING SUPER STARS S.N.C. DI LETTIERI M. & C.;2-s.n.c.;ROMA (VIA);1;2-resto del capoluogo;79.0;0.0;79.0;;;;;;;
CITTA' DI CASTELLO;BRACCHINI ALESSIA;1-Individuale;MAZZINI GIUSEPPE (VIA);3/A;1-centro storico;1.0;0.0;22.0;22.0;;;;;;
CITTA' DI CASTELLO;BRACCHINI GRAZIELLA;1-Individuale;MONTE (VIA DEL);1.0;1-centro storico;1.0;0.0;10.0;10.0;;;;;;
CITTA' DI CASTELLO;BRACCHINI TERESA;1-Individuale;BORGO DI SOTTO (VIA);1.0;1-centro storico;1.0;0.0;47.0;47.0;;;;;;
CITTA' DI CASTELLO;BRADBERY ANNIE ISOBEL;1-Individuale;GRAMSCI ANTONIO (VIA);12;1-centro storico;1.0;25.0;0.0;25.0;;;;;;
CITTA' DI CASTELLO;BRAGANTI DINO;1-Individuale;BITURGENZE (VIA)-CERBARA;96.0;2-resto del capoluogo;0.0;70.0;70.0;;;;;;;
CITTA' DI CASTELLO;BRANDS S.R.L.;4-s.r.l.;TABACCO (VIA DEL)-TITTA;6.0;3-resto del territorio;0.0;45.0;45.0;;;;;;;
CITTA' DI CASTELLO;BRIGANTI MARTA;1-Individuale;PIER DELLA FRANCESCA (VIA);42.0;2-resto del capoluogo;0.0;160.0;160.0;;;;;;;
CITTA' DI CASTELLO;BRIGHIGNA ROBERTO;1-Individuale;GALVANI LUIGI(VIA)-SAN SECONDO;33.0;3-resto del territorio;25.0;0.0;25.0;;;;;;;
CITTA' DI CASTELLO;BRIGHIGNA ROBERTO;1-Individuale;GALVANI LUIGI(VIA)-SAN SECONDO;11/A;3-resto del territorio;94.0;0.0;94.0;;;;;;;
CITTA' DI CASTELLO;BRUGHI MARCO;1-Individuale;FUCCI (VIA DEI);1-centro storico;1.0;0.0;18.0;18.0;;;;;;;
CITTA' DI CASTELLO;BRUNORI PAOLA;1-Individuale;VITTORIO EMANUELE II (CORSO);23/A;1-centro storico;1.0;0.0;70.0;70.0;;;;;;
CITTA' DI CASTELLO;BRUSCOLI CHIARA;1-Individuale;ZAMPINI ANGELO (VIALE);24.0;2-resto del capoluogo;1.0;0.0;1.0;;;;;;;
CITTA' DI CASTELLO;BUCCHI FRANCESCO;1-Individuale;LAMBRUSCHINI (VIA)-TRESTINA;6/A;3-resto del territorio;0.0;40.0;40.0;;;;;;;
CITTA' DI CASTELLO;BUCCI MARGHERITA;1-Individuale;MARCONI GUGLIELMO (VIA);2/B;1-centro storico;1.0;0.0;25.0;25.0;;;;;;
CITTA' DI CASTELLO;BUCCI MARIO;1-Individuale;TRASIMENO (VIA)-SAN LEO BASTIA;26/B;3-resto del territorio;0.0;37.0;37.0;;;;;;;
CITTA' DI CASTELLO;BUCCI MILENA;1-Individuale;TRASIMENO (VIA)-SAN LEO BASTIA;23/A;3-resto del territorio;0.0;70.0;70.0;;;;;;;
CITTA' DI CASTELLO;BURANI S.N.C. DI BURANI ONOFRIO & C;2-s.n.c.;MORANDI RODOLFO (VIA);27/F;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
CITTA' DI CASTELLO;BURATTINI PAOLA;1-Individuale;GARAVELLE (LOC);10/A;3-resto del territorio;25.0;15.0;40.0;;;;;;;
CITTA' DI CASTELLO;BURGHY BAR S.N.C.-POLTICCHIA;2-s.n.c.;MONCENISIO (VIA);2-resto del capoluogo;0.0;10.0;10.0;;;;;;;;
CITTA' DI CASTELLO;BURGHYBAR DI POLTICCHIA SIMOME;1-Individuale;MONCENISIO (VIA);2-resto del capoluogo;0.0;10.0;10.0;1.0;;;;;;;
CITTA' DI CASTELLO;BUTALI S.P.A.;5-s.p.a.;PIER DELLA FRANCESCA (VIA);23.0;2-resto del capoluogo;0.0;800.0;800.0;04-Elettrodomestici;C.C. CASTELLO;;;;;
CITTA' DI CASTELLO;C. B. GESTIONI S.N.C.;2-s.n.c.;ORLANDO VITTORIO EMANUELE (VIA);24.0;2-resto del capoluogo;45.0;0.0;45.0;;;;;;;
CITTA' DI CASTELLO;C.A.M. SRL;4-s.r.l.;LUXEMBURG ROSA (VIA);12.0;2-resto del capoluogo;0.0;48.0;48.0;;;;;;;
CITTA' DI CASTELLO;CABUBI SNC-GORACCI-ARCALENI;2-s.n.c.;GARIBALDI GIUSEPPE (PIAZZA);5/C;1-centro storico;1.0;20.0;0.0;20.0;;;;;;
CITTA' DI CASTELLO;CAGNONI SILVANA;1-Individuale;ADRIATICA (VIA)-FRACCANO;3.0;3-resto del territorio;10.0;10.0;20.0;;;;;;;
CITTA' DI CASTELLO;CALANDRELLI EMILIANO;1-Individuale;MARTIRI DELLA LIBERTA' (VIA);11/A;2-resto del capoluogo;34.0;0.0;34.0;;;;;;;
CITTA' DI CASTELLO;CALANDRELLI EMILIANO;1-Individuale;POLACCHINO (VIALE DEL);39.0;2-resto del capoluogo;63.0;0.0;63.0;;;;;;;
CITTA' DI CASTELLO;CALDERINI AMEDEO;1-Individuale;CAVOUR (CORSO);3.0;1-centro storico;1.0;0.0;21.0;21.0;;;;;;
CITTA' DI CASTELLO;CALDERINI GIOVANNI;1-Individuale;TRENTO (VIA)-FABRECCE;18.0;3-resto del territorio;0.0;100.0;100.0;;;;;;;
CITTA' DI CASTELLO;CALZATURE BEVIGNANI S.N.C.;2-s.n.c.;ETRURIA (VIA)-TRESTINA;3-resto del territorio;0.0;58.0;58.0;;;;;;;;
CITTA' DI CASTELLO;CALZATURE E PELLETT.PELI DI PELI SN;2-s.n.c.;PARINI GIUSEPPE(V.LE)-TRESTINA;22.0;3-resto del territorio;0.0;43.0;43.0;;;;;;;
CITTA' DI CASTELLO;CALZATURE E PELLETTERIE-RONDINI;2-s.n.c.;VITTORIO EMANUELE II (CORSO);15.0;1-centro storico;1.0;0.0;80.0;80.0;;;;;;
CITTA' DI CASTELLO;CALZATURE GINEVRA -PECORINI SNC;2-s.n.c.;BITURGENZE (VIA)-CERBARA;13/C;2-resto del capoluogo;0.0;235.0;235.0;;;;;;;
CITTA' DI CASTELLO;CAMPAGNA ANNA MARIA;1-Individuale;GRAMSCI ANTONIO (VIA);9.0;1-centro storico;1.0;0.0;65.0;65.0;;;;;;
CITTA' DI CASTELLO;CAMPRIANI ROBERTO;1-Individuale;MARTIRI DELLA LIBERTA' (VIA);7/A;2-resto del capoluogo;0.0;45.0;45.0;;;;;;;
CITTA' DI CASTELLO;CANALICCHIO ALESSANDRO;1-Individuale;CAVOUR (CORSO);2/A;1-centro storico;1.0;50.0;0.0;50.0;;;;;;
CITTA' DI CASTELLO;CANALICCHIO ALESSANDRO;1-Individuale;FERRER FRANCESCO (VIA);19.0;2-resto del capoluogo;35.0;0.0;35.0;;;;;;;
CITTA' DI CASTELLO;CANCELLIERI CRISTINA;1-Individuale;SAN FLORIDO (VIA);1-centro storico;1.0;0.0;15.0;15.0;1.0;;;;;;
CITTA' DI CASTELLO;CANTARELLI ROSSELLA;1-Individuale;MAZZINI GIUSEPPE (VIA);4/B;1-centro storico;1.0;0.0;35.0;35.0;;;;;;
CITTA' DI CASTELLO;CAPANNI ANDREA;1-Individuale;MARTIRI DELLA LIBERTA' (VIA);22.0;2-resto del capoluogo;0.0;4.0;4.0;;;;;;;
CITTA' DI CASTELLO;CAPOTONDI VALENTINA;1-Individuale;CAVOUR (CORSO);2/B;1-centro storico;1.0;0.0;28.0;28.0;;;;;;
CITTA' DI CASTELLO;CARACCHINI GIOVANNA;1-Individuale;MADONNA DEL LUPO(VIA)-CERBARA;9.0;2-resto del capoluogo;0.0;65.0;65.0;;;;;;;
CITTA' DI CASTELLO;CARACCHINI GIOVANNA ROSETTA;1-Individuale;SANT'ANTONIO (VIA);8/A;1-centro storico;1.0;0.0;150.0;150.0;;;;;;
CITTA' DI CASTELLO;CARACCHINI GIOVANNI;1-Individuale;TRASIMENO (VIA)-SAN LEO BASTIA;29.0;3-resto del territorio;25.0;5.0;30.0;;;;;;;
CITTA' DI CASTELLO;CARAFFINI CLEMENTINA;1-Individuale;PARINI GIUSEPPE(V.LE)-TRESTINA;34.0;3-resto del territorio;2.0;68.0;70.0;;;;;;;
CITTA' DI CASTELLO;CARDELLI MASSIMO;1-Individuale;DE CESARE RAFFAELE (VIALE);30/A;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
CITTA' DI CASTELLO;CARDINALI CARLA & GUIDI PAOLA S.N.C;2-s.n.c.;FANTI MANFREDO (PIAZZA);5/B;1-centro storico;1.0;0.0;60.0;60.0;;;;;;
CITTA' DI CASTELLO;CARDINALI MARIA PIA;1-Individuale;ZONA IND.(LOC) REGNANO;2-resto del capoluogo;0.0;200.0;200.0;;;;;;;;
CITTA' DI CASTELLO;CARDINALI SARA;1-Individuale;VITTORIO EMANUELE II (CORSO);13/B;1-centro storico;1.0;5.0;19.0;24.0;;;;;;
CITTA' DI CASTELLO;CARI ALDO;1-Individuale;SANT'ANTONIO (VIA);1/A;1-centro storico;1.0;0.0;10.0;10.0;;;;;;
CITTA' DI CASTELLO;CARINI ANNA MARIA;1-Individuale;ARMANNI (VOC)-TRESTINA;42/B;3-resto del territorio;0.0;44.0;44.0;;;;;;;
CITTA' DI CASTELLO;CAROSCIOLI STEFANO;1-Individuale;GIOTTO (VIA)-USERNA;2.0;3-resto del territorio;0.0;96.0;96.0;;;;;;;
CITTA' DI CASTELLO;CARTOLERIA L'ANGOLO DI VOLPI F.;2-s.n.c.;MATTEOTTI GIACOMO (PIAZZA);2/C;1-centro storico;1.0;0.0;86.0;86.0;;;;;;
CITTA' DI CASTELLO;CASA INSIEME S.N.C.-BORSI E MARIUCC;2-s.n.c.;PIER DELLA FRANCESCA (VIA);23.0;2-resto del capoluogo;0.0;175.0;175.0;C.C. CASTELLO;;;;;;
CITTA' DI CASTELLO;CASACCI DIAMANTE ROSANNA;1-Individuale;GUSTINELLI GU7IERO(VIA)-PROM;11111.0;3-resto del territorio;0.0;60.0;60.0;;;;;;;
CITTA' DI CASTELLO;CASANTICA S.R.L.;4-s.r.l.;KANT EMANUELE(VIA)-CERBARA;2-resto del capoluogo;0.0;120.0;120.0;;;;;;;;
CITTA' DI CASTELLO;CASTELLANI CLAUDIO & SANDRO S.N.C.;2-s.n.c.;POPOLO (VIA DEL);3.0;1-centro storico;1.0;20.0;0.0;20.0;;;;;;
CITTA' DI CASTELLO;CASTELLANI PIERPAOLO;1-Individuale;ROMANA (VIA)-PROMANO;71.0;3-resto del territorio;0.0;9.0;9.0;;;;;;;
CITTA' DI CASTELLO;CASTELLARI GIORGIO;1-Individuale;PIER DELLA FRANCESCA (VIA);2/A;2-resto del capoluogo;0.0;96.0;96.0;;;;;;;
CITTA' DI CASTELLO;CAVARGINI FABRIZIO;1-Individuale;MILANI LORENZO (VIA);9/E;2-resto del capoluogo;0.0;80.0;80.0;;;;;;;
CITTA' DI CASTELLO;CECCAGNOLI SIMONETTA;1-Individuale;MONTESSORI MARIA(VIA)-TRESTINA;2.0;3-resto del territorio;0.0;138.0;138.0;;;;;;;
CITTA' DI CASTELLO;CECCARELLI LORENZO;1-Individuale;SANTA LUCIA (LOC);3-resto del territorio;0.0;8.0;8.0;;;;;;;;
CITTA' DI CASTELLO;CECCONI ALESSANDRO;1-Individuale;COLLODI CARLO (VIA);7/D;3-resto del territorio;57.0;10.0;67.0;;;;;;;
CITTA' DI CASTELLO;CENCIAI ELENA;1-Individuale;VITTORIO EMANUELE II (CORSO);9.0;1-centro storico;1.0;0.0;33.0;33.0;;;;;;
CITTA' DI CASTELLO;CENCIARELLI VALERIO;1-Individuale;TOSCANA (VIA)-LERCHI;61.0;2-resto del capoluogo;28.0;0.0;28.0;;;;;;;
CITTA' DI CASTELLO;CENTRALCAR S.P.A.;5-s.p.a.;ROMAGNA (VIALE);3-resto del territorio;0.0;600.0;600.0;08-Auto-moto-cicli;;;;;;;
CITTA' DI CASTELLO;CENTRO AGROVETE SRL;4-s.r.l.;BOLOGNI ALDO (VIALE);64.0;2-resto del capoluogo;0.0;120.0;120.0;;;;;;;
CITTA' DI CASTELLO;CENTRO PROMOZ.VENDITE S.N.C.;2-s.n.c.;FRANCHETTI LEOPOLDO (VIALE);44.0;2-resto del capoluogo;1.0;0.0;40.0;40.0;;;;;;
CITTA' DI CASTELLO;CENTRO SPORT S.R.L.;4-s.r.l.;SANT'ANTONIO (VIA);10.0;1-centro storico;1.0;0.0;130.0;130.0;;;;;;
CITTA' DI CASTELLO;CENTROTELA DI PERUGINI & C. S.A.S.;3-s.a.s.;MARCONI GUGLIELMO (VIA);3/B;1-centro storico;1.0;0.0;56.0;56.0;;;;;;
CITTA' DI CASTELLO;CESARONI S.R.L.;4-s.r.l.;SANT'ANTONIO (VIA);1.0;1-centro storico;1.0;0.0;100.0;100.0;;;;;;
CITTA' DI CASTELLO;CF MILLESERVIZI SNC;2-s.n.c.;LIVIERO CARLO (VIA);1/D;2-resto del capoluogo;0.0;51.0;51.0;;;;;;;
CITTA' DI CASTELLO;CHERUBINI SCARAFONI MARCELLO;1-Individuale;ANGELONI MARIO (VIA);10/B;1-centro storico;1.0;0.0;85.0;85.0;;;;;;
CITTA' DI CASTELLO;CHIAVACCI GIORGIO;1-Individuale;BOLOGNI ALDO (VIALE);89/C;2-resto del capoluogo;94.0;4.0;98.0;;;;;;;
CITTA' DI CASTELLO;CHIELI LUCA;1-Individuale;BORGO DI SOTTO (VIA);3.0;1-centro storico;1.0;0.0;80.0;80.0;;;;;;
CITTA' DI CASTELLO;CHIELI PATRIZIA;1-Individuale;FERMI ENRICO (VIA)-SAN SECONDO;51.0;3-resto del territorio;32.0;0.0;32.0;;;;;;;
CITTA' DI CASTELLO;CHIELI RAFFAELLA;1-Individuale;XI SETTEMBRE (VIA);1-centro storico;1.0;0.0;6.0;6.0;1.0;;;;;;
CITTA' DI CASTELLO;CHIELI ROBERTO;1-Individuale;GARIBALDI GIUSEPPE (PIAZZA);4.0;1-centro storico;1.0;0.0;4.0;4.0;;;;;;
CITTA' DI CASTELLO;CHIODINI ROBERTO;1-Individuale;PARINI GIUSEPPE(V.LE)-TRESTINA;13/A;3-resto del territorio;5.0;0.0;5.0;;;;;;;
CITTA' DI CASTELLO;CIABATTI ELISA;1-Individuale;GALVANI LUIGI(VIA)-SAN SECONDO;60.0;3-resto del territorio;0.0;5.0;5.0;;;;;;;
CITTA' DI CASTELLO;CIACCIOLI BEATRICE;1-Individuale;TRASIMENO (VIA)-SAN LEO BASTIA;26/A;3-resto del territorio;20.0;3.0;23.0;;;;;;;
CITTA' DI CASTELLO;CIACCIOLI BEATRICE;1-Individuale;TRASIMENO (VIA)-SAN LEO BASTIA;26/A;3-resto del territorio;0.0;15.0;15.0;;;;;;;
CITTA' DI CASTELLO;CIEMME AUTO S.R.L.;4-s.r.l.;ORLANDO VITTORIO EMANUELE (VIA);8/B;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
CITTA' DI CASTELLO;CIMA CLAUDIO;1-Individuale;ANGELONI MARIO (VIA);11/A;1-centro storico;1.0;0.0;52.0;52.0;;;;;;
CITTA' DI CASTELLO;CIMA GIANFRANCO;1-Individuale;BIVIO DI LUGNANO (LOC.);25.0;3-resto del territorio;0.0;18.0;18.0;;;;;;;
CITTA' DI CASTELLO;CINQUILLI SPORT SAS;3-s.a.s.;PARINI GIUSEPPE(V.LE)-TRESTINA;43.0;3-resto del territorio;0.0;40.0;40.0;;;;;;;
CITTA' DI CASTELLO;CINQUILLI SPORT SAS;3-s.a.s.;UNIONE SOVIETICA (VIA)-TRESTIN;3-resto del territorio;0.0;93.0;93.0;;;;;;;;
CITTA' DI CASTELLO;CINZIA E LAURA S.N.C.-BIADETTI;2-s.n.c.;DE CESARE RAFFAELE (VIALE);28.0;2-resto del capoluogo;40.0;0.0;40.0;;;;;;;
CITTA' DI CASTELLO;CIRIBILLI & C. SNC;2-s.n.c.;VITTORIO EMANUELE II (CORSO);44/A;1-centro storico;1.0;67.0;0.0;67.0;;;;;;
CITTA' DI CASTELLO;CITTI VERONICA;1-Individuale;GRAMSCI ANTONIO (VIA);3.0;1-centro storico;1.0;0.0;21.0;21.0;;;;;;
CITTA' DI CASTELLO;CIUCCI LAURO;1-Individuale;ROMAGNA (VIALE);31/B;2-resto del capoluogo;0.0;15.0;15.0;;;;;;;
CITTA' DI CASTELLO;COLARIETI SAS DI COLARIETI G. & C.;3-s.a.s.;PLINIO IL GIOVANE (VIA);1.0;1-centro storico;1.0;0.0;75.0;75.0;;;;;;
CITTA' DI CASTELLO;COLCELLI S.R.L.;4-s.r.l.;BIVIO DI LUGNANO (LOC.);28.0;3-resto del territorio;0.0;200.0;200.0;;;;;;;
CITTA' DI CASTELLO;COLTRIOLI MICHELE;1-Individuale;PIER DELLA FRANCESCA (VIA);20/E;2-resto del capoluogo;0.0;83.0;83.0;;;;;;;
CITTA' DI CASTELLO;COLTRIOLI SAURO & C. SNC;2-s.n.c.;ALBIZZINI (VIA);15.0;1-centro storico;1.0;0.0;160.0;160.0;;;;;;
CITTA' DI CASTELLO;COMMERCIALE BAZZURRI S.R.L.;4-s.r.l.;MORANDI RODOLFO (VIA);29.0;2-resto del capoluogo;0.0;59.0;59.0;;;;;;;
CITTA' DI CASTELLO;CONSORZIO AGRARIO PROV.PERUGIA;6-cooperativa;MARTIRI DELLE FOIBE (VIA);18.0;2-resto del capoluogo;0.0;260.0;260.0;06-Agricoltura;;;;;;
CITTA' DI CASTELLO;CONSORZIO AGRARIO PROV.PERUGIA;6-cooperativa;PARINI GIUSEPPE(V.LE)-TRESTINA;51/A;3-resto del territorio;0.0;110.0;110.0;;;;;;;
CITTA' DI CASTELLO;CONSORZIO RIGORI;7-altro;VITTORIO EMANUELE II (CORSO);36;2-resto del capoluogo;0.0;45.0;45.0;;;;;;;
CITTA' DI CASTELLO;CONTROCORRENTE SAS-CALABRESI;3-s.a.s.;AMICIZIA GIUSEPPE (VIA);8/B;2-resto del capoluogo;0.0;90.0;90.0;;;;;;;
CITTA' DI CASTELLO;COOP.CENTRO ITALIA;6-cooperativa;LAPI SCIPIONE (VIA);12.0;2-resto del capoluogo;1099.0;400.0;1499.0;1.0;01-Alimentare;;;;;
CITTA' DI CASTELLO;COPART S.N.C.;2-s.n.c.;CURIEL EUGENIO(VIA)-S.SECONDO;21.0;3-resto del territorio;0.0;103.0;103.0;;;;;;;
CITTA' DI CASTELLO;COPPINI FABRIZIO;1-Individuale;STATI UNITI D'AMERICA(VLE)-TRE;47.0;3-resto del territorio;130.0;42.0;172.0;;;;;;;
CITTA' DI CASTELLO;CORAZZI MIRELLA;1-Individuale;ARETINA (VIA);0.0;2-resto del capoluogo;0.0;15.0;15.0;;;;;;;
CITTA' DI CASTELLO;CORNELI LUIGI & C. S.N.C.;2-s.n.c.;CASTIGLIONESE(VIA)-MORRA;8/B;3-resto del territorio;0.0;25.0;25.0;;;;;;;
CITTA' DI CASTELLO;COSE PREZIOSE S.N.C.-PALAZZESCHI;2-s.n.c.;SEMPIONE (VIALE);2.0;2-resto del capoluogo;0.0;109.0;109.0;;;;;;;
CITTA' DI CASTELLO;COSENTINO DOMENICO ANTONIO;1-Individuale;DEL LAMPA;2/A;1-centro storico;1.0;0.0;33.0;33.0;;;;;;
CITTA' DI CASTELLO;CRAB S.A.S. DI CERBONI ADRIANO & C.;3-s.a.s.;TOGLIATTI PALMIRO (VIA);2/O;2-resto del capoluogo;0.0;160.0;160.0;C.C. BELVEDERE;;;;;;
CITTA' DI CASTELLO;CRISPOLTONI NAZZARENA;1-Individuale;BITURGENZE (VIA)-CERBARA;13/D;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
CITTA' DI CASTELLO;CROCIONI CARAVAN SNC;2-s.n.c.;KANT EMANUELE(VIA)-CERBARA;0.0;2-resto del capoluogo;0.0;252.0;252.0;08-Auto-moto-cicli;;;;;;
CITTA' DI CASTELLO;CRULLI IVANA;1-Individuale;BRACCINA (VIA DELLA);10.0;1-centro storico;1.0;30.0;0.0;30.0;;;;;;
CITTA' DI CASTELLO;CUCCHIARINI PATRIZIA;1-Individuale;USERNA (LOC);40.0;3-resto del territorio;37.0;0.0;37.0;;;;;;;
CITTA' DI CASTELLO;D.M.O. DETT.MODERNO ORGANIZZATO;5-s.p.a.;LUCA DELLA ROBBIA (VIA);9.0;2-resto del capoluogo;100.0;132.0;232.0;;;;;;;
CITTA' DI CASTELLO;DALLA PRODUZIONE AL CONSUMO SNC;2-s.n.c.;CORNETTO (LOC);3-resto del territorio;35.0;0.0;35.0;;;;;;;;
CITTA' DI CASTELLO;DAMIANO IMMOBILI S.R.L.;4-s.r.l.;PLINIO IL GIOVANE (VIA);8/B;1-centro storico;1.0;0.0;30.0;30.0;;;;;;
CITTA' DI CASTELLO;D'ANGELO GIANCARLO;1-Individuale;TREVES CLAUDIO (VIA)-CERBARA;1/F;2-resto del capoluogo;0.0;52.0;52.0;;;;;;;
CITTA' DI CASTELLO;DE SANTI CLAUDIO;1-Individuale;SEMPIONE (VIALE);4/A;2-resto del capoluogo;0.0;80.0;80.0;;;;;;;
CITTA' DI CASTELLO;DEL BUONO D'ONDES ANNA;1-Individuale;MARCONI GUGLIELMO (VIA);4/A;1-centro storico;1.0;35.0;0.0;35.0;;;;;;
CITTA' DI CASTELLO;DELLA RINA DIEGO;1-Individuale;DURANTI ROSA (VIA);1.0;2-resto del capoluogo;0.0;7.0;7.0;;;;;;;
CITTA' DI CASTELLO;DI STEFANO BENEDETTO;1-Individuale;PIER DELLA FRANCESCA (VIA);9.0;2-resto del capoluogo;5.0;35.0;40.0;;;;;;;
CITTA' DI CASTELLO;DIDIEFFE COLOR SRL;4-s.r.l.;ODERISI DA GUBBIO (VIA);19.0;2-resto del capoluogo;0.0;251.0;251.0;07-Ferramenta;;;;;;
CITTA' DI CASTELLO;DIERRE S.R.L.;4-s.r.l.;CAVALIERE (VOC)-COLDIPOZZO;2/C;3-resto del territorio;16.0;0.0;16.0;;;;;;;
CITTA' DI CASTELLO;DINI CLAUDIO;1-Individuale;PARINI GIUSEPPE(V.LE)-TRESTINA;11/F;3-resto del territorio;0.0;47.0;47.0;;;;;;;
CITTA' DI CASTELLO;DINI CLAUDIO;1-Individuale;ROMAGNA (VIALE);31.0;2-resto del capoluogo;0.0;57.0;57.0;;;;;;;
CITTA' DI CASTELLO;DIOCESI DI CITTA' DI CASTELLO;7-altro;GABRIOTTI VENANZIO (PIAZZA);3/B;1-centro storico;1.0;0.0;51.0;51.0;;;;;;
CITTA' DI CASTELLO;DOMAUTO UNO S.R.L.;4-s.r.l.;BOLOGNI ALDO (VIALE);83.0;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
CITTA' DI CASTELLO;DOMENICHINI GIOVANNI;1-Individuale;PARINI GIUSEPPE(V.LE)-TRESTINA;33.0;3-resto del territorio;0.0;110.0;110.0;;;;;;;
CITTA' DI CASTELLO;DONATI DONATELLA;1-Individuale;DEI TIGLI;13/A;3-resto del territorio;20.0;0.0;20.0;;;;;;;
CITTA' DI CASTELLO;DOPPIOGIOCO S.N.C.-ANTINORI E LENSI;2-s.n.c.;VITTORIO EMANUELE II (CORSO);28.0;1-centro storico;1.0;0.0;50.0;50.0;;;;;;
CITTA' DI CASTELLO;DOPPIOGIOCO S.N.C.-ANTINORI E LENSI;2-s.n.c.;VITTORIO EMANUELE II (CORSO);15/C;1-centro storico;1.0;0.0;20.0;20.0;;;;;;
CITTA' DI CASTELLO;DRAGONI EYEWEAR S.R.L.;4-s.r.l.;PIER DELLA FRANCESCA (VIA);23.0;2-resto del capoluogo;0.0;80.0;80.0;C.C. CASTELLO;;;;;;
CITTA' DI CASTELLO;DUCCI GIACOMO;1-Individuale;MATTEOTTI GIACOMO (PIAZZA);2/H;1-centro storico;1.0;0.0;153.0;153.0;;;;;;
CITTA' DI CASTELLO;DUEGI S.R.L.;4-s.r.l.;VITTORIA (VIA DELLA)-CERBARA;27;2-resto del capoluogo;704.0;158.0;862.0;01-Alimentare;;;;;;
CITTA' DI CASTELLO;DUGO CLEMENTINA;1-Individuale;LUCA DELLA ROBBIA (VIA);29.0;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
CITTA' DI CASTELLO;DUO STYLIST DI MONTANUCCI P.;2-s.n.c.;CAVOUR (CORSO);8.0;1-centro storico;1.0;0.0;12.0;12.0;;;;;;
CITTA' DI CASTELLO;DUO STYLIST DI MONTANUCCI P.  E C. SNC;2-s.n.c.;CAVOUR (CORSO);8.0;1-centro storico;1.0;0.0;25.0;25.0;;;;;;
CITTA' DI CASTELLO;DURANTI CINZIA;1-Individuale;COLLODI CARLO (VIA);5/F;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
CITTA' DI CASTELLO;E.FOR.S S.N.C.;2-s.n.c.;MAZZINI GIUSEPPE (VIA);3/B;1-centro storico;1.0;0.0;30.0;30.0;;;;;;
CITTA' DI CASTELLO;EDDICOT S.R.L.;4-s.r.l.;PIER DELLA FRANCESCA (VIA);23.0;2-resto del capoluogo;0.0;70.0;70.0;C.C. CASTELLO;;;;;;
CITTA' DI CASTELLO;EDIL QUATTRO S.R.L.;4-s.r.l.;BROZZO(VOC)-GARAVELLE;3-resto del territorio;0.0;80.0;80.0;;;;;;;;
CITTA' DI CASTELLO;EDILGIORNI S.R.L.;4-s.r.l.;CERBARA (LOC);17/B;2-resto del capoluogo;0.0;1153.0;1153.0;09-Edilizia;;;;;;
